"PID","CITY","ZIPCODE","LUC","OWN_OCC","LIVING_AREA","YR_BUILT","EXT_COND","BED_RMS","FULL_BTH","VALUE_2015","VALUE_2016","VALUE_2017","VALUE_2018","VALUE_2019","VALUE_2020","VALUE_2021"
2005870000,"WEST ROXBURY","02132",101,"Y",1870,1955,"A - Average",3,1,418000,494800,529400,534800,556100,595200,605900
2005871000,"WEST ROXBURY","02132",101,"Y",1617,1925,"A - Average",4,1,405800,503300,538500,544000,565700,605400,638800
2005872000,"WEST ROXBURY","02132",101,"Y",1584,1920,"A - Average",4,1,494200,550400,588900,595000,624300,696300,796400
2005873000,"WEST ROXBURY","02132",101,"Y",1700,1932,"G - Good",4,1,520900,582300,623000,629400,654500,700400,790900
2005874000,"WEST ROXBURY","02132",101,"Y",1472,1940,"A - Average",3,1,410600,497600,532500,537900,559300,598500,672100
2005875000,"WEST ROXBURY","02132",101,"Y",1622,1925,"A - Average",3,2,409800,487500,521700,527000,548000,588300,582700
2005877000,"WEST ROXBURY","02132",101,"Y",3199,1925,"G - Good",4,3,430100,500400,535500,712900,741300,793300,1108500
2005878000,"WEST ROXBURY","02132",101,"Y",1709,1920,"A - Average",3,2,476800,544400,582500,588500,611900,655500,724600
2005879000,"WEST ROXBURY","02132",101,"Y",1504,1930,"A - Average",3,1,438500,506000,541500,547000,568800,608800,692600
2005881000,"WEST ROXBURY","02132",101,"Y",1750,1912,"A - Average",4,1,382200,478800,512400,517600,546500,586200,585800
2005884000,"WEST ROXBURY","02132",101,"Y",2022,1920,"A - Average",4,1,459100,561000,600200,606400,630500,675300,721600
2005885000,"WEST ROXBURY","02132",101,"N",2992,1920,"A - Average",3,1,523900,624800,668500,675400,702200,752600,795800
2005886000,"WEST ROXBURY","02132",101,"Y",2361,1933,"A - Average",5,2,551600,643700,688800,695800,723500,775600,870700
2005887000,"WEST ROXBURY","02132",101,"Y",1538,1920,"A - Average",4,1,453600,532700,570000,575900,598800,643200,681500
2005888000,"WEST ROXBURY","02132",101,"Y",1737,1925,"G - Good",3,1,501600,579100,619700,626000,650900,698500,775100
2005889000,"WEST ROXBURY","02132",101,"Y",1585,1920,"G - Good",3,1,526900,594200,635800,642300,667900,714800,802900
2005890000,"WEST ROXBURY","02132",101,"Y",1804,1920,"A - Average",4,1,493000,571000,611000,617300,641800,689200,723000
2005891000,"WEST ROXBURY","02132",101,"Y",1645,1890,"A - Average",4,1,486900,565300,604900,611100,635400,679800,724400
2005892000,"WEST ROXBURY","02132",101,"Y",2213,1915,"A - Average",3,1,519800,630100,674200,681200,708300,758400,801700
2005893000,"WEST ROXBURY","02132",101,"N",2210,1900,"A - Average",4,2,513900,607500,650000,656700,719800,770400,784500
2005894000,"WEST ROXBURY","02132",101,"Y",1552,1929,"A - Average",4,1,440700,526700,563500,569300,592000,633300,650700
2005895000,"WEST ROXBURY","02132",101,"Y",1899,1930,"A - Average",3,1,456300,548100,586500,592500,616100,659700,693900
2005896000,"WEST ROXBURY","02132",101,"Y",2647,1920,"A - Average",5,2,670300,757200,810200,818500,851100,911000,1030300
2005898000,"WEST ROXBURY","02132",101,"Y",1520,1935,"A - Average",3,1,403500,481400,515100,520400,541100,579400,581900
2005899000,"WEST ROXBURY","02132",101,"Y",1896,1932,"G - Good",3,2,541700,619800,663200,670100,696700,748000,803600
2005907000,"WEST ROXBURY","02132",101,"N",2169,1925,"A - Average",4,2,425200,550600,589100,595200,618900,662600,782300
2005909000,"WEST ROXBURY","02132",101,"Y",1641,1930,"A - Average",3,2,427800,490800,525100,536700,531000,568500,604800
2005910000,"WEST ROXBURY","02132",101,"Y",2152,1910,"A - Average",3,1,416800,487700,521900,528900,549900,588400,601300
2005913000,"WEST ROXBURY","02132",101,"Y",1776,1955,"A - Average",3,2,497000,540000,577800,540700,562200,601800,696900
2005914000,"WEST ROXBURY","02132",101,"Y",1790,1925,"G - Good",3,1,393900,432100,462400,467100,537500,575200,657600
2005917000,"WEST ROXBURY","02132",101,"Y",1767,1920,"A - Average",4,2,415000,452500,484200,476700,495700,530500,571600
2005918000,"WEST ROXBURY","02132",101,"Y",1275,1958,"A - Average",3,2,406600,463900,496300,501400,521400,558100,593400
2005919000,"WEST ROXBURY","02132",101,"Y",1410,1959,"A - Average",3,2,392800,453100,484900,511800,532100,570000,603200
2005920000,"WEST ROXBURY","02132",101,"Y",1941,1920,"A - Average",3,1,473900,527000,563900,552100,574000,614200,672500
2005921000,"WEST ROXBURY","02132",101,"Y",1432,1930,"A - Average",3,1,365500,411500,440300,430600,447800,479200,511000
2005922000,"WEST ROXBURY","02132",101,"Y",1628,1918,"G - Good",4,1,398600,432500,470600,475500,494400,575100,656800
2005924000,"WEST ROXBURY","02132",101,"Y",2266,1916,"G - Good",4,2,351800,502000,537200,542700,564300,703800,831200
2005927000,"WEST ROXBURY","02132",101,"Y",2352,1930,"A - Average",4,1,576200,612400,655300,662000,688400,735300,755100
2005930000,"WEST ROXBURY","02132",101,"Y",2040,1930,"G - Good",4,1,503400,564100,603600,609800,634000,678600,796100
2005935000,"WEST ROXBURY","02132",101,"Y",1578,1925,"A - Average",4,1,501300,532800,570100,545600,567400,608800,707000
2005939000,"WEST ROXBURY","02132",101,"Y",2099,1925,"A - Average",3,1,507600,564300,603800,629500,654600,702100,737400
2005940000,"WEST ROXBURY","02132",101,"Y",1883,1930,"A - Average",3,1,415900,470000,502900,524800,545600,584300,616200
2005941000,"WEST ROXBURY","02132",101,"Y",1519,1923,"A - Average",3,1,414600,460300,492500,504600,524700,561700,590100
2005948000,"WEST ROXBURY","02132",101,"Y",1830,1930,"A - Average",3,1,397100,444600,475700,480600,499700,534800,554800
2005949000,"WEST ROXBURY","02132",101,"Y",1676,1925,"A - Average",4,1,370600,406600,435100,440200,457700,491300,555300
2005951000,"WEST ROXBURY","02132",101,"Y",1700,1925,"A - Average",3,2,395600,444300,475400,482600,501700,539300,564400
2005952000,"WEST ROXBURY","02132",101,"Y",1642,1915,"G - Good",3,1,443900,481300,502600,507800,528000,567400,604400
2005953000,"WEST ROXBURY","02132",101,"Y",1424,1910,"A - Average",3,2,400200,449300,480700,485600,517100,588800,697100
2005976000,"WEST ROXBURY","02132",101,"Y",1530,1955,"A - Average",4,2,407300,442500,473500,478300,497400,532500,716800
2005986000,"WEST ROXBURY","02132",101,"Y",1334,1957,"A - Average",3,1,398600,426400,456300,461000,479300,513000,567600
2005987000,"WEST ROXBURY","02132",101,"Y",1275,1957,"A - Average",3,1,363600,395100,422800,426300,443200,474400,534900
2005988000,"WEST ROXBURY","02132",101,"N",1275,1957,"A - Average",3,1,356500,390400,417700,421200,438000,468700,529500
2005989000,"WEST ROXBURY","02132",101,"Y",1908,1957,"A - Average",3,2,493900,537500,575100,581000,604100,646600,771400
2005990000,"WEST ROXBURY","02132",101,"Y",1296,1957,"G - Good",3,1,363800,395100,422800,429400,460800,493200,542700
2005991000,"WEST ROXBURY","02132",101,"Y",1248,1957,"A - Average",3,1,349800,376300,402600,413000,429400,488600,549000
2005992000,"WEST ROXBURY","02132",101,"Y",1275,1957,"A - Average",3,1,349500,385000,412000,416800,433400,463900,522700
2005997000,"WEST ROXBURY","02132",101,"Y",1394,1950,"G - Good",3,1,406700,450700,482300,487200,592600,634200,750300
2005998000,"WEST ROXBURY","02132",101,"Y",1527,1923,"G - Good",3,1,455700,494000,528500,536100,557400,597300,663100
2006023000,"WEST ROXBURY","02132",101,"Y",2852,1910,"G - Good",4,2,557108,699400,801800,810100,842300,903700,1002900
2006032000,"WEST ROXBURY","02132",101,"Y",2912,1920,"A - Average",5,1,546500,606500,648500,655100,681200,730800,767600
2006041000,"WEST ROXBURY","02132",101,"Y",1789,1909,"A - Average",4,1,440400,483000,516800,522100,542900,582700,617700
2006042000,"WEST ROXBURY","02132",101,"N",1428,1910,"G - Good",3,2,467300,506400,541900,547400,569200,609300,695700
2006043010,"WEST ROXBURY","02132",101,"Y",2822,1880,"A - Average",5,1,712900,729800,780900,788900,820300,873700,922100
2006043020,"WEST ROXBURY","02132",101,"Y",2415,2004,"G - Good",4,2,649900,719600,769900,777900,808800,865600,992700
2006044000,"WEST ROXBURY","02132",101,"Y",1754,1925,"G - Good",4,2,425800,472900,506000,511200,531600,678700,918100
2006045000,"WEST ROXBURY","02132",101,"Y",1614,1920,"A - Average",3,1,456300,482100,515800,521100,541800,579900,624300
2006046000,"WEST ROXBURY","02132",101,"Y",1350,1927,"A - Average",4,1,398500,414300,443300,447900,465700,500300,559600
2006050000,"WEST ROXBURY","02132",101,"Y",1726,1920,"A - Average",4,1,417300,455600,487500,492500,512100,549400,558500
2006052000,"WEST ROXBURY","02132",101,"Y",1825,1925,"A - Average",4,1,432200,474600,507800,540200,561700,599500,630700
2006053000,"WEST ROXBURY","02132",101,"Y",1674,1915,"A - Average",3,1,413700,450800,482400,487300,506700,542300,552800
2006055000,"WEST ROXBURY","02132",101,"Y",2083,1910,"G - Good",6,1,409300,461200,493500,566485,620000,663700,723300
2006061000,"WEST ROXBURY","02132",101,"Y",1764,1920,"A - Average",3,1,402100,436000,466600,471400,490100,526500,527500
2006062000,"WEST ROXBURY","02132",101,"Y",1615,1927,"A - Average",2,1,406100,433000,463300,468000,486700,523100,550100
2006063000,"WEST ROXBURY","02132",101,"Y",1468,1920,"A - Average",2,1,361600,383100,409900,414100,430600,461100,487100
2006064000,"WEST ROXBURY","02132",101,"Y",1396,1920,"A - Average",3,1,370200,397800,425600,430000,447100,478600,502100
2006065000,"WEST ROXBURY","02132",101,"Y",1568,1904,"G - Good",3,2,395700,496400,531100,536600,557900,597000,640000
2006066000,"WEST ROXBURY","02132",101,"Y",1574,1920,"A - Average",3,1,388300,420600,450000,485200,504500,540700,579800
2006067000,"WEST ROXBURY","02132",101,"Y",2447,1930,"G - Good",4,3,553100,613500,656400,663200,817500,876400,937200
2006068000,"WEST ROXBURY","02132",101,"Y",1576,1930,"A - Average",3,1,423100,445200,476400,481300,500400,536000,566800
2006069000,"WEST ROXBURY","02132",101,"Y",1723,1915,"A - Average",3,2,421500,451600,483200,488200,514600,551900,628600
2006086000,"WEST ROXBURY","02132",101,"Y",1761,1923,"G - Good",3,1,503600,528700,565700,571500,594200,643900,747300
2006089000,"WEST ROXBURY","02132",101,"Y",2163,1920,"A - Average",6,1,456700,532800,570100,575900,598900,641800,677500
2006092000,"WEST ROXBURY","02132",101,"Y",2302,1920,"G - Good",3,3,450300,499800,534800,527500,478600,643600,939200
2006093000,"WEST ROXBURY","02132",101,"Y",894,1950,"A - Average",2,1,355500,396000,423700,428100,445100,477700,515800
2006094000,"WEST ROXBURY","02132",101,"Y",1938,1920,"G - Good",4,1,444700,494300,528900,534300,555600,594600,600400
2006097000,"WEST ROXBURY","02132",101,"Y",1874,1910,"A - Average",4,1,428700,487400,521500,526900,547800,587500,603300
2006098000,"WEST ROXBURY","02132",101,"Y",1446,1920,"A - Average",3,1,471400,511400,547200,552900,574800,615700,624800
2006099000,"WEST ROXBURY","02132",101,"Y",1800,1920,"A - Average",3,1,405600,456100,488000,493000,512600,548900,555800
2006101000,"WEST ROXBURY","02132",101,"Y",1706,1913,"A - Average",4,1,405700,450800,482300,487300,506600,544200,559000
2006106000,"WEST ROXBURY","02132",101,"Y",1599,1926,"A - Average",4,2,453700,494200,528800,534200,555500,594200,635800
2006107000,"WEST ROXBURY","02132",101,"Y",1540,1926,"A - Average",3,1,398600,439100,526800,544100,565800,605400,702100
2006110000,"WEST ROXBURY","02132",101,"N",1497,1960,"G - Good",3,2,450300,507600,543200,548700,570600,610600,690700
2006115000,"WEST ROXBURY","02132",101,"Y",1804,1936,"A - Average",3,1,400600,451800,483400,488400,507800,543500,572200
2006116000,"WEST ROXBURY","02132",101,"N",1624,1925,"A - Average",3,1,379700,390800,418100,422400,439200,469900,516900
2006123000,"WEST ROXBURY","02132",101,"Y",1718,1928,"A - Average",3,2,428000,453300,485000,490000,509500,547000,709600
2006124000,"WEST ROXBURY","02132",101,"Y",1752,1920,"A - Average",3,1,421100,448000,479400,484300,503600,540600,566300
2006125000,"WEST ROXBURY","02132",101,"Y",1456,1940,"A - Average",3,1,417400,499600,534600,540100,561600,603000,644500
2006126000,"WEST ROXBURY","02132",101,"Y",1724,1930,"A - Average",3,1,409400,435300,465800,470600,489300,524400,541000
2006127000,"WEST ROXBURY","02132",101,"N",1702,1928,"A - Average",3,1,438400,481200,514800,520100,540800,579300,608600
2006128000,"WEST ROXBURY","02132",101,"Y",1717,1928,"A - Average",3,1,440300,463200,495600,500700,520600,558200,588500
2006129000,"WEST ROXBURY","02132",101,"Y",1176,1910,"A - Average",3,1,405300,416600,445800,450300,468300,503500,536100
2006130000,"WEST ROXBURY","02132",101,"Y",1606,1941,"A - Average",3,1,431800,461300,493500,498600,518500,557100,590200
2006131000,"WEST ROXBURY","02132",101,"Y",1656,1920,"A - Average",3,1,442600,466100,498700,503000,550000,588500,598300
2006133000,"WEST ROXBURY","02132",101,"Y",1601,1924,"G - Good",4,2,452200,477000,510400,515600,536200,575800,609400
2006134000,"WEST ROXBURY","02132",101,"Y",2262,1924,"A - Average",3,1,473300,521000,557500,563200,585600,629000,666200
2006135000,"WEST ROXBURY","02132",101,"Y",1181,1928,"G - Good",2,1,387600,407000,435400,439900,457400,491800,539300
2006136000,"WEST ROXBURY","02132",101,"N",1625,1928,"G - Good",3,2,450200,492000,526500,531900,553100,593800,625500
2006137000,"WEST ROXBURY","02132",101,"Y",1848,1928,"G - Good",3,1,526000,539200,576900,582800,606000,648600,711800
2006138000,"WEST ROXBURY","02132",101,"Y",1568,1946,"A - Average",4,1,409000,448200,479500,484500,503700,539100,576700
2006141000,"WEST ROXBURY","02132",101,"Y",1702,1920,"A - Average",4,1,417600,458000,490000,495100,514800,551000,562700
2006142000,"WEST ROXBURY","02132",101,"Y",2157,1920,"G - Good",3,2,413200,452600,484300,489300,508700,544500,664200
2006143000,"WEST ROXBURY","02132",101,"Y",1636,1930,"A - Average",4,1,430200,463800,496200,501300,521300,558000,567000
2006146000,"WEST ROXBURY","02132",101,"Y",1200,1927,"A - Average",2,1,406900,414600,443600,448200,466000,501100,543700
2006147000,"WEST ROXBURY","02132",101,"N",1114,1920,"A - Average",2,1,336100,356100,381000,399000,414900,444000,472600
2006148000,"WEST ROXBURY","02132",101,"Y",1348,1920,"G - Good",3,1,435400,465000,497600,502700,522700,559400,662100
2006149000,"WEST ROXBURY","02132",101,"N",1266,1925,"A - Average",3,1,396300,437700,468300,473200,492000,528800,558300
2006150000,"WEST ROXBURY","02132",101,"Y",1383,1920,"G - Good",3,1,373300,403000,431200,435600,572500,595000,667200
2006151000,"WEST ROXBURY","02132",101,"Y",1512,1920,"A - Average",3,1,409800,442100,473100,477900,496900,534100,545800
2006153000,"WEST ROXBURY","02132",101,"Y",1365,1925,"A - Average",3,1,368000,413500,442400,447000,464800,498400,503500
2006154000,"WEST ROXBURY","02132",101,"Y",984,1920,"A - Average",2,1,362100,395300,423000,427300,444300,476600,523600
2006155000,"WEST ROXBURY","02132",101,"Y",NA,1920,"A - Average",4,2,472600,526400,563300,569100,591700,634900,491100
2006156000,"WEST ROXBURY","02132",101,"Y",1380,1925,"G - Good",3,1,430100,475100,546300,552000,573900,614200,721900
2006157000,"WEST ROXBURY","02132",101,"Y",1812,1925,"A - Average",3,1,490100,532400,569700,575500,598400,642300,665900
2006158000,"WEST ROXBURY","02132",101,"Y",1521,1925,"A - Average",3,1,513400,530800,568000,573800,596600,638500,717000
2006159000,"WEST ROXBURY","02132",101,"Y",1842,1920,"A - Average",4,1,447000,503200,538400,543900,565600,607700,630000
2006160000,"WEST ROXBURY","02132",101,"Y",1610,1920,"A - Average",3,1,423400,443900,474900,479800,498900,535200,553700
2006165000,"WEST ROXBURY","02132",101,"Y",1760,1920,"A - Average",4,1,450900,501000,536000,541600,563100,609800,627800
2006166000,"WEST ROXBURY","02132",101,"Y",1932,1920,"G - Good",3,1,513400,586200,627200,633700,658900,704400,744100
2006167000,"WEST ROXBURY","02132",101,"Y",1950,1920,"A - Average",3,1,439600,500600,535600,541100,562600,603200,634100
2006168000,"WEST ROXBURY","02132",101,"Y",1806,1925,"A - Average",3,1,435500,506100,541500,547100,568900,608500,641100
2006169000,"WEST ROXBURY","02132",101,"Y",1732,1929,"A - Average",3,1,425200,481200,514800,520100,540800,579100,594200
2006170000,"WEST ROXBURY","02132",101,"Y",1500,1920,"A - Average",3,1,411100,456400,488300,493300,546300,584300,603600
2006171000,"WEST ROXBURY","02132",101,"Y",1396,1920,"A - Average",4,1,388100,440100,470900,475700,494600,529600,547800
2006172000,"WEST ROXBURY","02132",101,"Y",2181,1914,"A - Average",6,1,467700,519100,555500,561200,583500,625000,641900
2006173000,"WEST ROXBURY","02132",101,"Y",1596,1923,"A - Average",3,1,396300,454100,485900,490900,510400,546300,552000
2006176000,"WEST ROXBURY","02132",101,"Y",2091,1920,"A - Average",3,1,481700,542200,580200,586100,609400,652300,688400
2006177000,"WEST ROXBURY","02132",101,"Y",1998,1920,"A - Average",4,1,482100,561100,600400,606500,630700,676700,713400
2006178000,"WEST ROXBURY","02132",101,"Y",1958,1920,"A - Average",4,1,530400,593400,634900,641400,667000,712400,752700
2006182000,"WEST ROXBURY","02132",101,"N",1434,1920,"A - Average",3,1,436300,492600,527000,532500,553600,594500,653700
2006184000,"WEST ROXBURY","02132",101,"Y",1992,1920,"A - Average",3,1,400200,480600,514300,519600,540200,578200,610100
2006186000,"WEST ROXBURY","02132",101,"Y",2160,1920,"A - Average",4,1,491400,545800,584000,590000,613500,656900,676300
2006187000,"WEST ROXBURY","02132",101,"Y",2468,1915,"A - Average",3,1,579300,619900,663300,659300,685500,733700,733500
2006188000,"WEST ROXBURY","02132",101,"Y",2626,1915,"A - Average",4,1,479200,591300,632700,702200,730200,783600,824100
2006191000,"WEST ROXBURY","02132",101,"Y",1584,1923,"F - Fair",3,1,453000,543700,581800,587800,611200,654000,671500
2006195000,"WEST ROXBURY","02132",101,"Y",2357,1910,"A - Average",4,1,474300,541100,578900,584900,608200,652600,689100
2006196000,"WEST ROXBURY","02132",101,"Y",1578,1920,"A - Average",4,2,387200,440400,471200,476000,495000,529800,558300
2006202000,"WEST ROXBURY","02132",101,"Y",1869,1920,"A - Average",4,1,460200,535600,573100,579000,602100,644700,653900
2006203000,"WEST ROXBURY","02132",101,"Y",2257,1925,"G - Good",4,2,613200,681100,728700,736200,765500,851800,950800
2006204000,"WEST ROXBURY","02132",101,"Y",1950,1925,"A - Average",3,2,480600,563200,602600,608800,633000,676600,678000
2006206000,"WEST ROXBURY","02132",101,"Y",2331,1920,"G - Good",3,2,625700,708100,757600,765400,795900,850800,934300
2006207000,"WEST ROXBURY","02132",101,"Y",1807,1925,"A - Average",4,2,501100,588100,629300,635800,661100,707600,729300
2006209000,"WEST ROXBURY","02132",101,"N",2074,1925,"F - Fair",6,2,486700,589300,630500,637000,662300,709300,747000
2006213000,"WEST ROXBURY","02132",101,"N",2172,1921,"A - Average",5,1,456000,548500,586900,592900,616500,660200,698400
2006214000,"WEST ROXBURY","02132",101,"Y",1694,1920,"A - Average",4,1,417200,504700,540000,545600,567300,608800,627300
2006215000,"WEST ROXBURY","02132",101,"Y",1952,1928,"A - Average",3,1,483300,573200,613300,619600,644300,690000,705300
2006216000,"WEST ROXBURY","02132",101,"Y",1608,1912,"A - Average",3,1,419000,512700,548500,554200,576200,616600,617900
2006218000,"WEST ROXBURY","02132",101,"Y",1537,1915,"A - Average",3,1,405900,482000,515700,521000,541800,579800,598400
2006219000,"WEST ROXBURY","02132",101,"Y",2285,1939,"A - Average",4,1,519500,633600,677900,684900,712100,762500,800600
2006222000,"WEST ROXBURY","02132",101,"Y",1549,1960,"A - Average",2,1,381500,465200,497700,502900,522900,559600,579600
2006224000,"WEST ROXBURY","02132",101,"Y",2059,1912,"G - Good",4,2,494000,578400,618900,625300,689400,739900,788300
2006225000,"WEST ROXBURY","02132",101,"N",2973,1915,"A - Average",5,2,557600,677000,724400,731800,760900,814400,856200
2006226000,"WEST ROXBURY","02132",101,"Y",2469,1915,"G - Good",6,2,670600,766100,819700,828100,861000,922200,1005200
2006227000,"WEST ROXBURY","02132",101,"Y",2726,2001,"G - Good",4,2,649300,808700,865300,874200,908900,972900,1017100
2006228000,"WEST ROXBURY","02132",101,"Y",1413,1920,"A - Average",4,1,378100,456700,488700,493700,513300,549500,568900
2006229000,"WEST ROXBURY","02132",101,"Y",1389,1925,"A - Average",4,1,386800,464800,497300,502400,522400,559200,573000
2006230000,"WEST ROXBURY","02132",101,"Y",1371,1925,"A - Average",3,1,427000,516300,552400,558100,580300,623400,659300
2006231000,"WEST ROXBURY","02132",101,"Y",2288,1919,"A - Average",4,1,496900,626300,670100,677000,703900,753700,792500
2006232000,"WEST ROXBURY","02132",101,"Y",2226,1923,"A - Average",4,2,548700,593800,635400,641900,674000,712800,721500
2006233000,"WEST ROXBURY","02132",101,"Y",2106,1910,"G - Good",4,2,579300,634800,679300,686300,720600,763900,866900
2006234000,"WEST ROXBURY","02132",101,"N",1624,1914,"A - Average",4,1,377200,389600,416900,421200,442200,469600,516500
2006235000,"WEST ROXBURY","02132",101,"Y",1451,1925,"A - Average",4,1,424600,460600,492900,498000,522800,554400,573400
2006236000,"WEST ROXBURY","02132",101,"Y",1595,1925,"G - Good",4,1,425200,449600,481000,486000,510300,542000,554500
2006237000,"WEST ROXBURY","02132",101,"Y",1963,1925,"A - Average",5,2,424300,451900,483500,488500,512900,543700,590300
2006238000,"WEST ROXBURY","02132",101,"Y",1870,1935,"A - Average",4,2,470300,487800,521900,527300,553700,587000,640700
2006240000,"WEST ROXBURY","02132",101,"N",2673,1962,"A - Average",4,1,587500,647800,693100,700200,735200,779300,884500
2006241000,"WEST ROXBURY","02132",101,"Y",2565,1969,"A - Average",4,2,514200,549400,587900,593900,623600,661000,687100
2006242000,"WEST ROXBURY","02132",101,"Y",2853,1920,"G - Good",6,2,741900,757800,810900,819200,860200,913800,1014900
2006243000,"WEST ROXBURY","02132",101,"Y",2358,1987,"A - Average",3,3,621500,690200,738500,746100,783400,830300,926800
2006255000,"WEST ROXBURY","02132",101,"Y",3165,1907,"A - Average",3,2,539800,643100,688100,695100,722800,793700,920000
2006256000,"WEST ROXBURY","02132",101,"Y",2932,1902,"A - Average",4,1,561400,668600,715400,722800,751500,801000,846700
2006257000,"WEST ROXBURY","02132",101,"Y",1732,1890,"A - Average",3,1,488200,565000,604500,610700,635000,679700,727700
2006258020,"WEST ROXBURY","02132",101,"Y",2341,2005,"G - Good",4,2,576600,671700,718700,726100,755000,808200,912600
2006258020,"WEST ROXBURY","02132",101,"Y",2341,2005,"G - Good",4,2,576600,671700,718700,726100,755000,808200,912600
2006259000,"WEST ROXBURY","02132",101,"Y",1155,1964,"A - Average",3,1,313700,341800,365700,369400,384100,411100,465400
2006259001,"WEST ROXBURY","02132",101,"Y",988,1950,"A - Average",3,1,285300,294800,327300,330700,369900,396000,474300
2006259002,"WEST ROXBURY","02132",101,"Y",988,1940,"A - Average",3,1,281100,293900,314500,317700,330300,353500,423600
2006259003,"WEST ROXBURY","02132",101,"Y",1847,1920,"G - Good",3,2,477700,533100,570400,576200,610100,652900,780000
2006260000,"WEST ROXBURY","02132",101,"Y",1988,1954,"A - Average",5,1,493100,555200,594000,600100,624000,667900,708500
2006260001,"WEST ROXBURY","02132",101,"Y",2497,1915,"A - Average",4,2,558800,608700,651300,658000,684200,731400,869400
2006261000,"WEST ROXBURY","02132",101,"Y",832,1930,"A - Average",3,2,405100,444100,475200,480000,499100,536500,587000
2006262000,"WEST ROXBURY","02132",101,"Y",2466,1930,"A - Average",4,3,579200,637700,682300,689300,716700,767700,863400
2006265000,"WEST ROXBURY","02132",101,"Y",1624,1920,"A - Average",3,2,375000,418200,447500,452100,470100,503200,503100
2006266000,"WEST ROXBURY","02132",101,"Y",1814,1930,"A - Average",3,1,415900,459600,491800,496800,516600,553600,584000
2006267000,"WEST ROXBURY","02132",101,"Y",1562,1925,"A - Average",3,1,358600,395000,422700,426700,443700,486200,499100
2006269000,"WEST ROXBURY","02132",101,"Y",1264,1945,"A - Average",2,2,314700,335100,358600,362200,376600,403300,449400
2006270000,"WEST ROXBURY","02132",101,"Y",1264,1945,"A - Average",3,1,311100,339400,363100,390700,406300,435200,494300
2006271000,"WEST ROXBURY","02132",101,"Y",1264,1945,"A - Average",3,1,334200,360600,385800,389800,405300,433800,467500
2006272000,"WEST ROXBURY","02132",101,"Y",1468,1957,"A - Average",3,1,380600,407200,435700,440100,457600,489000,534300
2006272001,"WEST ROXBURY","02132",101,"Y",1468,1945,"A - Average",3,2,374500,396500,424200,433200,450400,482100,526300
2006272003,"WEST ROXBURY","02132",101,"Y",1056,1955,"A - Average",2,1,329100,337400,361000,364700,379200,405900,508400
2006273000,"WEST ROXBURY","02132",101,"Y",1635,1910,"A - Average",3,1,413100,465700,498300,503400,523500,560000,586800
2006276000,"WEST ROXBURY","02132",101,"Y",1476,1934,"A - Average",3,1,381200,421500,451000,455600,473700,509600,527500
2006277000,"WEST ROXBURY","02132",101,"Y",1991,1900,"A - Average",5,3,385000,455400,487300,616800,641300,688200,769500
2006279000,"WEST ROXBURY","02132",101,"Y",1519,1930,"G - Good",3,1,433500,466700,499300,504500,524500,563100,640900
2006280000,"WEST ROXBURY","02132",101,"Y",1794,1920,"A - Average",3,1,552600,571300,611300,617600,642200,680300,724700
2006281000,"WEST ROXBURY","02132",101,"Y",2009,1920,"A - Average",5,1,489200,516100,551800,557500,579600,623200,642300
2006282000,"WEST ROXBURY","02132",101,"Y",1977,1910,"A - Average",5,1,474400,516300,552400,558100,580300,621100,635300
2006283000,"WEST ROXBURY","02132",101,"Y",1850,1920,"A - Average",3,1,437300,477100,510500,515700,536200,581800,596900
2006284000,"WEST ROXBURY","02132",101,"N",1344,1925,"A - Average",2,1,315000,325500,348300,351900,365800,391600,432200
2006285000,"WEST ROXBURY","02132",101,"Y",1364,1925,"A - Average",3,1,361500,394300,445300,449900,467800,500600,529000
2006286000,"WEST ROXBURY","02132",101,"Y",1706,1901,"A - Average",3,1,373500,409300,438000,442500,460100,492500,500500
2006287000,"WEST ROXBURY","02132",101,"Y",1378,1955,"A - Average",3,1,436100,466100,498700,503900,523900,561100,669300
2006287001,"WEST ROXBURY","02132",101,"Y",1610,1954,"A - Average",3,1,450200,478600,512100,535000,556300,595500,686000
2006287002,"WEST ROXBURY","02132",101,"Y",1326,1950,"A - Average",3,1,374600,411000,439700,444300,461900,494400,557500
2006287003,"WEST ROXBURY","02132",101,"Y",1192,1940,"G - Good",3,2,409900,419000,448400,453000,471000,504000,591700
2006288000,"WEST ROXBURY","02132",101,"Y",1622,1900,"A - Average",4,1,363900,360000,385200,389200,404600,433000,510500
2006288001,"WEST ROXBURY","02132",101,"Y",936,1940,"A - Average",2,1,281600,278100,297600,300700,312600,334700,391400
2006288002,"WEST ROXBURY","02132",101,"N",988,1956,"A - Average",3,1,336400,330100,353300,356900,371100,397400,524600
2006288003,"WEST ROXBURY","02132",101,"N",988,1950,"A - Average",3,1,303600,294800,315400,318700,331300,354600,422300
2006288004,"WEST ROXBURY","02132",101,"Y",768,1940,"A - Average",1,1,305800,303500,324800,328100,341200,365100,421200
2006288005,"WEST ROXBURY","02132",101,"Y",1305,1956,"G - Good",4,2,367100,378600,405100,409300,425600,455300,517700
2006288006,"WEST ROXBURY","02132",101,"Y",988,1940,"A - Average",3,1,338800,353500,378300,382200,397400,426800,488300
2006289000,"WEST ROXBURY","02132",101,"Y",1678,1925,"A - Average",3,1,414700,443600,474600,479500,498600,534200,550100
2006290000,"WEST ROXBURY","02132",101,"Y",1678,1930,"A - Average",3,1,408900,460400,492600,497700,517500,554800,583200
