"PID","CITY","ZIPCODE","LUC","OWN_OCC","LIVING_AREA","YR_BUILT","EXT_COND","BED_RMS","FULL_BTH","VALUE_2015","VALUE_2016","VALUE_2017","VALUE_2018","VALUE_2019","VALUE_2020","VALUE_2021"
203950150,"CHARLESTOWN","02129",101,"Y",1748,2012,"G - Good",3,3,901500,1053226,1169015,1203814,1377364,1404400,1517200
300008000,"BOSTON","02114",101,"Y",2620,1850,"G - Good",4,3,1974100,1904600,1980800,2195500,2348300,2465000,2540500
300019000,"BOSTON","02114",101,"Y",2722,1850,"A - Average",4,4,1536900,1383000,1438300,1510200,1615300,1695700,1842700
300022000,"BOSTON","02114",101,"Y",3300,1850,"G - Good",4,3,2131700,2061200,2143700,2250800,2407500,2527100,2648200
300051000,"BOSTON","02114",101,"N",1620,1850,"A - Average",3,1,1045600,1069300,1112100,1167700,1249000,1311000,1317800
300052000,"BOSTON","02114",101,"Y",1281,1850,"A - Average",2,2,830000,789600,821200,862200,922300,968000,1047000
300098000,"BOSTON","02114",101,"Y",1050,1900,"F - Fair",3,1,721380,883900,919200,965200,1032400,1083800,1251400
300108000,"BOSTON","02114",101,"Y",1778,1880,"G - Good",3,2,1305700,1367200,1421900,1493000,1596900,1676100,1723600
300112000,"BOSTON","02114",101,"Y",2418,1900,"G - Good",4,4,1604500,1588600,1727710,2134300,2282800,2396000,2461400
300131000,"BOSTON","02114",101,"N",4177,1880,"A - Average",5,3,2900200,3338300,3055184,3353768,3574452,4019700,3491600
300133000,"BOSTON","02114",101,"N",2448,1899,"A - Average",4,2,1842050,1955000,2033200,2134800,2283400,2396800,2462900
300150000,"BOSTON","02114",101,"N",1671,1900,"G - Good",3,1,1541800,1722800,1791700,1881300,2012200,2153200,1804500
300158000,"BOSTON","02114",101,"Y",1458,1850,"A - Average",3,2,1159200,1256400,1306700,1256300,1343700,1410600,1501700
300159000,"BOSTON","02114",101,"N",970,1850,"G - Good",4,3,1066100,1071300,1114200,1285600,1363300,1015900,1224900
300160000,"BOSTON","02114",101,"Y",1305,1850,"G - Good",3,3,991400,1056900,1099100,1154100,1234400,1295700,1334600
300179000,"BOSTON","02114",101,"Y",2138,1870,"A - Average",5,2,1671700,1743300,1813000,1903700,2036200,2137300,2192800
300180000,"BOSTON","02114",101,"Y",2080,1870,"A - Average",3,2,1626700,1624700,1689700,1774200,1897600,1992100,2043200
300196000,"BOSTON","02114",101,"Y",1152,1870,"G - Good",2,2,975500,1029900,1071100,1099500,1176000,1234400,1270500
300200000,"BOSTON","02114",101,"Y",1304,1870,"A - Average",2,2,928500,929100,966300,1014600,1085200,1139100,1219300
300204000,"BOSTON","02114",101,"Y",2016,1899,"G - Good",2,3,1519800,1625600,1690600,1775200,1898700,1993200,2050300
300206000,"BOSTON","02114",101,"Y",2121,1870,"G - Good",4,2,1556500,1661000,1727500,1813900,1917000,2053300,2118800
300208000,"BOSTON","02114",101,"Y",1075,1859,"A - Average",3,2,1036800,1107000,1151300,1208800,1293000,1357100,1402000
300217000,"BOSTON","02114",101,"Y",1764,1860,"G - Good",3,3,941400,1078600,1412300,1482900,1617400,1697700,1741900
300219000,"BOSTON","02114",101,"Y",2016,1855,"G - Good",4,2,1491200,1669500,1736300,1823100,1950000,2046900,2102800
300221000,"BOSTON","02114",101,"Y",2350,1880,"G - Good",4,3,1801500,2026400,2107400,2212800,2366800,2484400,2511600
300223000,"BOSTON","02114",101,"Y",2228,1899,"G - Good",4,3,1543500,1594900,1658700,1741600,1862800,1955400,1991900
300224000,"BOSTON","02114",101,"Y",1984,1880,"G - Good",3,2,1604000,1597600,1661500,1744600,1866000,1958700,2014600
301326000,"BOSTON","02113",101,"N",1782,1890,"A - Average",2,1,476700,565300,593500,623500,654600,687400,791300
301354000,"BOSTON","02113",101,"Y",1292,1890,"A - Average",2,3,508200,592600,573500,602500,544740,777700,1103800
301390000,"BOSTON","02113",101,"N",1037,1979,"G - Good",2,1,566550,776100,814950,856050,898725,943800,1014500
301426000,"BOSTON","02113",101,"Y",1536,1890,"A - Average",2,1,490100,567500,595900,625900,657200,690100,813800
301454000,"BOSTON","02113",101,"N",2240,1920,"G - Good",3,2,895100,1173000,1231700,1293900,1358400,1426400,1637400
301463000,"BOSTON","02113",101,"Y",3675,1965,"G - Good",3,3,1138200,1498500,1573400,1652800,1735200,1822100,2209400
301473000,"BOSTON","02113",101,"N",1380,1890,"A - Average",3,1,523300,564400,592600,622500,653500,686200,1074800
301956000,"BOSTON","02113",101,"N",420,1920,"A - Average",1,1,292192,448132,470488,494224,518880,544900,702400
301957000,"BOSTON","02113",101,"Y",1444,1840,"G - Good",3,2,676700,702100,612340,646094,824940,962500,1257100
301960000,"BOSTON","02113",101,"Y",1914,1880,"G - Good",5,2,810200,1073000,1126600,1183500,1242500,1304800,1440800
301972000,"BOSTON","02109",101,"Y",2634,1899,"G - Good",3,3,1287800,2984102,3133295,3128345,3284285,3448900,3500000
301979000,"BOSTON","02113",101,"Y",893,1890,"F - Fair",3,1,423300,429300,450700,473500,497100,522000,574500
301980000,"BOSTON","02113",101,"Y",837,1890,"F - Fair",2,1,418100,442100,464200,487700,512000,537600,561800
301996000,"BOSTON","02109",101,"Y",1194,1910,"G - Good",2,2,640500,829400,757856,796048,835736,877700,912200
302006000,"BOSTON","02113",101,"N",1526,1875,"A - Average",3,2,703900,785100,824300,865900,927000,973700,1220800
302065000,"BOSTON","02113",101,"Y",1338,1900,"G - Good",3,2,689800,731400,599040,806800,882000,926200,1022200
302082000,"BOSTON","02113",101,"Y",1862,1900,"G - Good",3,3,813200,1094000,1148700,1206700,1266900,1330300,1515700
302139000,"BOSTON","02113",101,"Y",2742,1910,"G - Good",3,2,854300,1063700,1116900,1173300,1231800,1293500,1505700
302140000,"BOSTON","02113",101,"Y",3116,1900,"G - Good",2,2,851000,1038800,1082816,1777300,1865900,1959400,2323000
302156000,"BOSTON","02113",101,"Y",1746,1900,"F - Fair",2,2,539400,562300,590500,620300,651200,683800,839800
302209000,"BOSTON","02113",101,"N",1165,1890,"A - Average",2,1,480500,526400,552700,580600,609600,640200,790900
302235000,"BOSTON","02113",101,"Y",1529,1890,"G - Good",3,2,688900,930800,977300,1026600,1077800,1131800,1204800
302236000,"BOSTON","02113",101,"N",1458,1890,"A - Average",3,1,531900,645300,677500,711700,747200,784700,933900
302268000,"BOSTON","02113",101,"Y",1716,1865,"A - Average",4,1,494600,631800,663400,696900,731600,806600,938700
302493000,"BOSTON","02113",101,"N",510,1926,"F - Fair",2,1,284920,325500,341800,359100,377000,395800,407700
302509000,"BOSTON","02113",101,"N",1694,1890,"G - Good",4,4,504700,593600,623300,604440,672056,1016100,1277000
302534000,"BOSTON","02113",101,"N",1620,1890,"A - Average",4,1,648000,772500,811100,852000,894500,939300,1123800
303113000,"BOSTON","02109",101,"Y",1995,1890,"A - Average",3,2,745300,973700,1034700,1086900,1141100,1199900,1206000
303121000,"BOSTON","02109",101,"N",1624,1899,"G - Good",3,1,518500,618300,649200,682000,716000,751900,879000
303172000,"BOSTON","02109",101,"Y",3184,1890,"A - Average",5,3,741400,891200,807800,848600,890900,935500,1125100
305145000,"BOSTON","02111",101,"Y",1468,1880,"F - Fair",1,1,344500,414400,443400,465800,489000,513500,582200
305149000,"BOSTON","02111",101,"N",1920,1880,"A - Average",2,1,536400,574600,614900,645900,678100,712000,863900
305452000,"BOSTON","02111",101,"Y",2496,1870,"A - Average",2,2,577400,612500,704900,888480,932760,979400,1021600
305455000,"BOSTON","02111",101,"Y",1776,1870,"F - Fair",3,1,363000,407300,435800,457800,480600,504600,618400
305462000,"BOSTON","02111",101,"N",1276,1870,"F - Fair",4,1,343500,434000,464300,487800,512100,537700,648600
305723000,"BOSTON","02118",101,"Y",3155,1875,"F - Fair",4,3,541300,699100,736600,745400,757800,648600,814200
305788000,"BOSTON","02118",101,"Y",3415,1875,"G - Good",4,4,1980800,2154500,2348400,2466900,2557300,2633600,2769800
305802000,"BOSTON","02118",101,"Y",1754,1890,"A - Average",4,2,1122300,1133500,1235500,1297900,1336400,1376100,1469500
305803000,"BOSTON","02118",101,"Y",1858,1890,"G - Good",3,2,1349900,1584600,1727200,1814300,1868200,1729700,1775500
305804000,"BOSTON","02118",101,"N",1494,1850,"A - Average",2,1,1069100,1095200,1193800,1254000,1291300,1329600,1474300
305805000,"BOSTON","02118",101,"Y",1494,1899,"G - Good",2,2,1255500,1398900,1524800,1601700,1649300,1698200,1749800
305806000,"BOSTON","02118",101,"N",1704,1850,"A - Average",3,1,1193000,1213700,1323000,1389700,1431000,1508500,1630300
305807000,"BOSTON","02118",101,"Y",1782,1890,"G - Good",3,2,1378900,1601800,1761800,1850700,1905700,1962100,2030200
305808000,"BOSTON","02118",101,"Y",1523,1890,"G - Good",3,2,1385976,1433500,1562500,1641400,1690100,1740900,1808900
305813000,"BOSTON","02118",101,"Y",3266,2013,"G - Good",3,3,1370200,3543800,3420400,3592900,3699600,3809300,3908500
305830000,"BOSTON","02118",101,"Y",2691,1890,"A - Average",2,1,1400600,1449100,1579500,1659300,1708500,1759300,1916500
305840000,"BOSTON","02118",101,"Y",2875,1890,"G - Good",5,4,2125800,2443700,2663600,2798000,2881100,2966900,3263400
305841000,"BOSTON","02118",101,"Y",3365,1900,"G - Good",3,2,1816300,2061300,2246900,2360200,2430300,2502700,2573200
305852000,"BOSTON","02118",101,"Y",2737,1890,"G - Good",3,3,1778800,1897600,2068400,2172800,2237300,2303700,2391800
305854000,"BOSTON","02118",101,"Y",2737,1890,"G - Good",4,3,2159000,2428500,2647100,2780700,2863200,2948200,3038700
305859000,"BOSTON","02118",101,"N",2903,1890,"F - Fair",5,2,1246770,1425300,1553600,1632000,1680400,1730400,1893900
305861000,"BOSTON","02118",101,"Y",2801,1890,"A - Average",4,2,1877700,1915400,2087800,2193100,2258300,2325300,2506400
305863000,"BOSTON","02118",101,"Y",2820,1890,"A - Average",4,3,1700900,1801500,1963600,2062700,2123900,2187000,2308800
305870000,"BOSTON","02118",101,"Y",1576,1875,"A - Average",2,1,1111600,1195600,1303200,1369000,1409600,1451500,1541200
305872000,"BOSTON","02118",101,"N",2903,1890,"G - Good",4,3,2109300,2558200,2788400,2929100,3016100,3106400,3149300
305877000,"BOSTON","02118",101,"Y",1604,1890,"G - Good",3,2,1281900,1467700,1599800,1680600,1730500,1782000,1843000
305878000,"BOSTON","02118",101,"Y",1572,1850,"A - Average",2,2,1085200,1134700,1236900,1299300,1337900,1377700,1485700
305879000,"BOSTON","02118",101,"Y",1707,1890,"G - Good",3,3,1329100,1479000,1612100,1693400,1808800,1862500,1913900
305880000,"BOSTON","02118",101,"Y",2033,1890,"A - Average",4,2,1227200,1300900,1418000,1489600,1533800,1579300,1621100
305882000,"BOSTON","02118",101,"N",1430,1840,"A - Average",3,2,1105720,1070300,1166600,1225500,1261900,1297900,1343100
305883000,"BOSTON","02118",101,"N",2247,1899,"G - Good",3,2,1320100,1840700,2006400,2107600,2180800,2245000,2368200
305889000,"BOSTON","02118",101,"Y",3562,1890,"G - Good",4,3,2149800,2591800,2825000,2967600,3055700,3146500,3252100
305899000,"BOSTON","02118",101,"N",2845,1890,"G - Good",5,4,1880300,1895400,2066000,2170200,2234700,2583000,3055500
305929000,"BOSTON","02118",101,"Y",2078,1900,"A - Average",5,2,1372200,1441200,1570900,1650200,1699200,1749600,1912600
305930000,"BOSTON","02118",101,"Y",2188,1899,"A - Average",3,3,1618400,1911000,2093300,2070600,2132100,2197400,2156900
305931000,"BOSTON","02118",101,"Y",1900,1847,"A - Average",4,2,1266400,1342700,1463600,1537400,1583100,1630100,1728500
305934000,"BOSTON","02118",101,"Y",2208,1890,"G - Good",4,3,1487600,1609900,1763300,1852200,1907200,1963900,2026100
305966000,"BOSTON","02118",101,"Y",1920,2009,"G - Good",3,2,1495500,1685000,1836700,1929300,1986600,2045500,2110900
305968000,"BOSTON","02118",101,"N",1987,1890,"G - Good",3,3,1408700,1381100,1498800,1583600,1123584,1627000,2285400
305973000,"BOSTON","02118",101,"Y",2202,1890,"A - Average",3,2,1429400,1477200,1610100,1691400,1741600,1793300,1851700
305974000,"BOSTON","02118",101,"Y",2202,1860,"G - Good",3,2,1115352,1647000,1795300,1885800,1941800,1999500,2053400
305980000,"BOSTON","02118",101,"Y",1749,1890,"G - Good",3,2,1201300,1247100,1359400,1521000,1566200,1613600,1670300
306014010,"BOSTON","02118",101,"Y",1272,1890,"A - Average",2,2,817600,735700,801900,842400,867400,893500,1143800
306017000,"BOSTON","02118",101,"Y",1962,1890,"G - Good",4,2,1272300,1317900,1436500,1584800,1631900,1679900,1757800
306019000,"BOSTON","02118",101,"Y",2005,1890,"G - Good",3,2,1297600,1332900,1452800,1526100,1571500,1617700,1669500
306020000,"BOSTON","02118",101,"Y",1832,1890,"G - Good",4,3,1275700,1334700,1454800,1528200,1597100,1644500,1654900
306022000,"BOSTON","02118",101,"N",2017,1890,"A - Average",4,1,1230200,1282100,1397500,1468000,1513100,1468600,1609800
306023000,"BOSTON","02118",101,"Y",2005,1890,"G - Good",2,2,1299400,1343700,1464700,1538600,1584300,1631200,1641300
306025000,"BOSTON","02118",101,"N",1794,1845,"G - Good",3,1,1080300,1189800,1296900,1362300,1402800,1444500,1444400
306049000,"BOSTON","02118",101,"Y",2481,1899,"G - Good",2,2,1485300,1526300,1663700,1747700,1799600,1853000,1963000
306899000,"BOSTON","02118",101,"Y",5555,1900,"G - Good",5,5,3371600,3990400,4349600,4569100,4704700,4844300,4988200
306905000,"BOSTON","02118",101,"N",5133,1899,"G - Good",5,4,3066700,3856300,3446132,4414700,4545800,4682400,4717700
306932000,"BOSTON","02118",101,"N",4741,1900,"G - Good",5,4,3202600,3853200,4199200,4411100,4546300,4682200,4800700
306944000,"BOSTON","02118",101,"Y",4428,1899,"A - Average",6,1,2474700,2723200,2968300,3118100,3210700,3305700,3334300
306945000,"BOSTON","02118",101,"Y",5589,1890,"G - Good",7,5,3484100,4174300,4550000,4779600,4921500,5142400,5319400
306949000,"BOSTON","02118",101,"Y",4360,1875,"G - Good",4,3,3027100,3514600,3830900,4029500,4149100,4275200,4222400
306962000,"BOSTON","02118",101,"Y",4700,1861,"F - Fair",4,2,2039000,1832000,1996900,2097600,2159900,2224000,2884700
306980000,"BOSTON","02118",101,"Y",2491,1890,"G - Good",4,2,1787200,1925600,2168600,2278000,2345700,2415600,2505200
306981000,"BOSTON","02118",101,"Y",2491,1890,"A - Average",5,3,1315000,1358200,1612600,1694000,1744300,1799300,2061800
306982000,"BOSTON","02118",101,"Y",2491,1890,"A - Average",5,2,1496100,1514300,1717800,1807600,1861200,1916400,2058100
306983000,"BOSTON","02118",101,"Y",2491,1890,"G - Good",4,2,1469800,1702700,1924800,2022000,2082000,2143700,2247700
400075000,"BOSTON","02116",101,"N",3199,1890,"G - Good",4,4,1769100,1691136,2880300,3025600,3115400,3207800,3274100
400091000,"BOSTON","02116",101,"Y",2192,1869,"G - Good",4,2,1600200,1853400,2020200,2122100,2206400,2272100,2332300
400094000,"BOSTON","02116",101,"Y",2408,1869,"G - Good",3,2,1754900,1874100,2042800,2145900,2209600,2275200,2348000
400095000,"BOSTON","02116",101,"N",2408,1899,"A - Average",3,2,1424700,1518500,1655200,1738700,1790400,1843500,1887500
400096000,"BOSTON","02116",101,"Y",2272,1870,"G - Good",4,2,1381700,1546000,1685100,1770200,1822700,1876900,1933900
400107000,"BOSTON","02116",101,"Y",2272,1868,"G - Good",3,3,1668600,1699400,1967900,2067200,2128500,2191800,2256600
400108000,"BOSTON","02116",101,"Y",2272,1868,"A - Average",3,3,1411200,1435500,1564700,1643700,1692500,1743100,1817200
400119000,"BOSTON","02116",101,"N",2338,1890,"G - Good",4,3,1557500,1667000,1817000,1908700,1965300,2023700,2116600
400120000,"BOSTON","02116",101,"Y",2338,1890,"G - Good",3,2,1792200,2083200,2327500,2445000,2517600,2592200,2619000
400121000,"BOSTON","02116",101,"Y",2338,1899,"G - Good",4,2,1784300,2223800,2424000,2546300,2621900,2699700,2723400
400129000,"BOSTON","02116",101,"Y",2610,1900,"G - Good",4,3,2111300,2643400,2881300,3026700,3116600,3208900,3291200
400131000,"BOSTON","02116",101,"Y",2610,1890,"G - Good",4,3,2069900,2614100,2907000,3053700,3144300,3237600,3337700
400132000,"BOSTON","02116",101,"N",2610,1890,"G - Good",5,3,1670930,2653100,2933900,3082000,3173500,3267900,3640900
400136000,"BOSTON","02116",101,"N",2611,1890,"G - Good",4,3,1984500,2753810,2656400,2790400,2873300,2960000,3060400
400137000,"BOSTON","02116",101,"Y",2611,1890,"G - Good",3,3,1985000,2175900,2371700,2491400,2360168,2641400,2719600
400141000,"BOSTON","02116",101,"N",2610,1890,"G - Good",3,3,1680600,1827700,1992200,2139300,2202800,2268200,2326500
400145000,"BOSTON","02116",101,"Y",2610,1900,"A - Average",4,2,1632000,1724000,1879200,1974000,2032600,2092900,2154600
400146000,"BOSTON","02116",101,"N",2610,1890,"G - Good",3,3,1798200,1969800,2147100,2255400,2322400,2391400,2465900
400148000,"BOSTON","02116",101,"Y",2610,1890,"A - Average",3,3,1538800,1653700,1802500,1893500,1949700,2007600,2047800
400149000,"BOSTON","02116",101,"Y",2671,1890,"G - Good",5,3,1946000,2477600,2700500,2836800,2921000,3007700,3109600
400157000,"BOSTON","02116",101,"Y",1603,1900,"G - Good",3,2,1208900,1398100,1524000,1600900,1648400,1697300,1753900
400158000,"BOSTON","02116",101,"Y",1693,1900,"A - Average",3,2,1340600,1504400,1639800,1722600,1773700,1826400,1839900
400159000,"BOSTON","02116",101,"Y",2584,1900,"G - Good",4,3,1655400,1827500,1992000,2092500,2154700,2218600,2262100
400162000,"BOSTON","02116",101,"Y",1994,1864,"G - Good",3,2,1637900,1829200,1993900,2094500,2156700,2220700,2283200
400164000,"BOSTON","02116",101,"Y",1994,1900,"G - Good",3,2,1283300,1341300,1462000,1535800,1581400,2363500,2744200
400165000,"BOSTON","02116",101,"Y",1994,1900,"A - Average",3,2,1658000,1930500,2104300,2210400,2276100,2343400,2387700
400175000,"BOSTON","02116",101,"Y",2194,1900,"G - Good",3,3,1581400,2069000,2255200,2369000,2439400,2511800,2581600
400188000,"BOSTON","02116",101,"Y",3301,1890,"G - Good",4,3,2294100,2653200,2892000,3038000,3128200,3220900,3311200
400198000,"BOSTON","02116",101,"N",3301,1890,"G - Good",4,3,2159700,2506600,2732100,2870000,2955200,3042900,2880400
400200000,"BOSTON","02116",101,"N",3283,1910,"A - Average",4,2,1973700,2037100,2220500,2332500,2401800,2473900,2684100
400237000,"BOSTON","02116",101,"Y",1929,1890,"G - Good",5,3,1540800,1738100,1894600,1751376,1926342,2110100,2167500
400246000,"BOSTON","02116",101,"Y",2397,1890,"A - Average",4,2,1475700,1621500,1767400,1856600,1911700,1968400,2072100
400248000,"BOSTON","02116",101,"Y",2421,1890,"A - Average",6,1,1446300,1566800,1707800,1793900,1847200,1902100,1976900
400250000,"BOSTON","02116",101,"Y",2144,1885,"A - Average",3,3,1387100,1600900,1743700,1831600,1886000,1947100,2131500
400254000,"BOSTON","02116",101,"Y",2162,1900,"G - Good",4,3,1659000,1951800,2125000,2232200,2298500,2369500,2439600
400258000,"BOSTON","02116",101,"N",2446,1855,"G - Good",4,3,1044576,1256625,2446600,2570000,2646300,2724900,2599300
400261000,"BOSTON","02116",101,"Y",2719,1890,"A - Average",3,2,1834200,1878800,2081200,2186200,2251100,2317900,2497500
400264000,"BOSTON","02116",101,"Y",2701,1890,"G - Good",4,2,2339200,2555600,2785600,2926100,3013000,3102300,3401000
400265000,"BOSTON","02116",101,"Y",2701,1890,"G - Good",3,3,2490700,2863500,3104900,3261500,3358400,3464400,3588700
400266000,"BOSTON","02116",101,"Y",3138,1890,"G - Good",4,3,2491100,2616900,2852400,2996300,3085300,3177400,3364600
400267000,"BOSTON","02118",101,"Y",3138,1864,"G - Good",4,4,2529900,2856400,3113400,3270500,3367600,3467400,3502400
400268000,"BOSTON","02118",101,"Y",2982,1890,"G - Good",4,2,2450700,2874100,3132800,3290900,3388600,3488900,3597800
400269000,"BOSTON","02116",101,"Y",3370,1899,"G - Good",3,3,2369500,2410600,3403300,3575000,3681200,3790100,3852000
400273000,"BOSTON","02116",101,"N",3828,1890,"G - Good",3,4,2773400,2932800,3196700,3358000,3457700,3560400,3670300
400275000,"BOSTON","02116",101,"N",3378,1890,"G - Good",3,3,2566700,2686200,2927900,3075700,3167000,3261000,3441900
400277000,"BOSTON","02116",101,"Y",3288,1860,"A - Average",3,3,2231000,2118800,2367400,2486900,2560700,2636700,2788200
400280000,"BOSTON","02116",101,"N",2474,1899,"A - Average",4,4,1953900,2162100,2447100,2570600,2646900,2783800,2780400
400284000,"BOSTON","02116",101,"Y",2460,1890,"G - Good",3,3,1567200,1625400,1485715,2386620,2730500,2811300,3028000
400295000,"BOSTON","02118",101,"Y",4210,1899,"G - Good",4,3,2746200,2857500,3114700,3271900,3369000,5067300,4932100
400297000,"BOSTON","02118",101,"Y",3898,1900,"G - Good",4,3,2495100,2698700,3952400,4151900,4275200,4402100,4554900
400299000,"BOSTON","02118",101,"N",3901,1890,"G - Good",3,3,2680100,3234500,3967600,4167800,4291600,4419100,4467900
400329000,"BOSTON","02116",101,"Y",3684,1890,"G - Good",4,4,2510800,2819300,3073000,3228100,3323900,3423100,3510500
400335000,"BOSTON","02116",101,"Y",2903,1890,"G - Good",4,3,1225000,1937024,3139200,3297600,3395500,3496500,3629300
400336000,"BOSTON","02116",101,"Y",3010,1890,"G - Good",4,3,2305600,2796500,3048200,3202000,3297100,3394700,3537200
400342000,"BOSTON","02116",101,"Y",3513,1890,"G - Good",4,4,1384200,3097300,3376100,3546400,3651700,3760000,3519700
400344000,"BOSTON","02116",101,"N",3507,1900,"G - Good",3,3,2267600,2711400,2955400,3104500,3196700,3098900,3650900
400345000,"BOSTON","02116",101,"Y",3513,1890,"G - Good",5,4,2504900,3598800,3922700,4120700,4243000,4369100,4494800
400363000,"BOSTON","02116",101,"Y",2212,1867,"G - Good",3,2,1683800,1812000,1975100,2074800,2136400,2199900,2215100
400366000,"BOSTON","02116",101,"Y",2212,1890,"G - Good",4,3,1595200,1948900,2383300,2503500,2577900,2654300,2567600
400368000,"BOSTON","02116",101,"Y",2212,1890,"G - Good",4,3,1735000,2138900,2333000,2450800,2523500,2598500,2684500
400369000,"BOSTON","02116",101,"Y",1633,1984,"G - Good",1,1,1268000,1493100,1627500,1709600,1760400,1812700,1876000
400387000,"BOSTON","02116",101,"Y",3393,1860,"G - Good",3,3,2031600,2414200,2957800,3107000,3199300,3294400,3527200
400399000,"BOSTON","02116",101,"Y",2971,1860,"A - Average",3,2,1799100,1963600,2140400,2248400,2197900,2263100,2359900
400401000,"BOSTON","02116",101,"N",2981,1860,"A - Average",4,2,1750000,1928700,2102300,2208300,2167100,2231500,2314400
400420000,"BOSTON","02116",101,"Y",3280,1860,"P - Poor",5,1,1455423,1637514,1784892,1874937,1930617,1987900,2167200
400429000,"BOSTON","02118",101,"Y",2976,1900,"A - Average",4,3,2206500,2605800,2840300,2983700,3072300,3163500,3437600
400432000,"BOSTON","02118",101,"Y",2502,1900,"G - Good",5,3,1690000,1965300,2142200,2250300,2317100,1992400,3088600
400434000,"BOSTON","02118",101,"Y",3880,1890,"G - Good",4,3,2735500,3238200,3529700,3707800,3817900,3931200,4065000
400435000,"BOSTON","02118",101,"Y",3880,1890,"G - Good",4,3,2862100,3491600,3805900,3997900,4116600,4242400,3818500
400436000,"BOSTON","02118",101,"Y",3284,1855,"F - Fair",5,2,1829800,2054400,2239200,2352200,2422100,2494100,2641600
400437000,"BOSTON","02118",101,"N",3284,1890,"A - Average",6,2,1878900,2177300,2373200,2493000,2567000,2716400,2837800
400438000,"BOSTON","02118",101,"N",3880,1890,"G - Good",6,3,2623200,3262100,3555700,3735100,3846000,3960200,4063300
400439000,"BOSTON","02118",101,"Y",3302,1890,"G - Good",6,3,1999800,2383600,2598100,2729200,2810300,3049500,3207600
400442000,"BOSTON","02118",101,"Y",3892,1863,"G - Good",3,2,2563200,3358900,3656400,3840900,3954900,4077600,4210200
400443000,"BOSTON","02118",101,"Y",3384,1890,"G - Good",4,3,1620800,2146176,3305800,3472600,3575700,3748900,3858100
400444000,"BOSTON","02118",101,"Y",3953,1890,"G - Good",5,3,2798100,3330500,4041100,4245000,4353700,4482900,4350400
400447000,"BOSTON","02118",101,"Y",3879,1890,"A - Average",3,2,2612900,2813400,3066600,3221300,3317000,3415600,3431900
400448000,"BOSTON","02116",101,"N",4465,1870,"G - Good",4,5,2638700,3195388,3482920,3658634,3844200,3144600,4623200
400451000,"BOSTON","02116",101,"Y",3684,1865,"G - Good",4,4,3020900,3387600,3692500,3878800,3994000,4112500,4220600
400453000,"BOSTON","02116",101,"N",4051,1860,"A - Average",4,2,2636800,2699400,2942300,3090800,3182500,3289700,3466900
400454000,"BOSTON","02116",101,"Y",4051,1860,"G - Good",5,4,3011900,3201100,3489300,3665300,3774200,3886800,4104300
400455000,"BOSTON","02116",101,"N",4051,1860,"G - Good",4,3,3036500,3346700,4075400,4281000,4408100,3540300,4479300
400458000,"BOSTON","02118",101,"Y",3933,1850,"A - Average",6,3,2460100,2664300,2904100,3050600,3141200,3234600,3533400
400459000,"BOSTON","02118",101,"N",3102,1890,"G - Good",3,4,1928200,2585400,2730600,3824500,3938100,4055100,4175300
400461000,"BOSTON","02118",101,"Y",3102,1890,"G - Good",4,3,2330400,2536700,2765000,2904500,2990800,3079700,3165700
400462000,"BOSTON","02118",101,"N",3402,1890,"A - Average",4,2,2073000,2341100,2551800,2680500,2760100,2883700,2999800
400463000,"BOSTON","02118",101,"N",3102,1890,"A - Average",4,2,2122300,2374700,2588400,2719000,2799800,2557300,3216000
400464000,"BOSTON","02118",101,"Y",3102,1890,"A - Average",4,2,2354800,2516600,2743100,2881500,2967100,3055200,3288700
400465000,"BOSTON","02118",101,"Y",3102,1890,"G - Good",4,2,1964400,2234000,2435100,2558000,2633900,2775000,2823600
400467000,"BOSTON","02118",101,"N",3315,1899,"A - Average",3,3,2241800,2474700,2697400,2833500,2917700,3004200,3340100
400468000,"BOSTON","02118",101,"Y",3315,1863,"A - Average",4,2,1979100,2210900,2409900,2531500,2606700,2684200,2755800
400469000,"BOSTON","02118",101,"N",3023,1863,"G - Good",3,3,2621700,3338500,3638400,3822000,3935500,4053000,4184500
400471000,"BOSTON","02118",101,"Y",2080,1890,"A - Average",2,2,1728300,1867900,2036000,2094400,2156600,2223000,2292500
400472000,"BOSTON","02118",101,"Y",2729,1860,"G - Good",5,3,2671680,2788300,3039200,3192600,2453616,3631300,3600400
400487000,"BOSTON","02118",101,"Y",3298,1865,"F - Fair",3,2,1650400,1810400,1973400,2072900,2134500,2197800,2360800
400518000,"BOSTON","02118",101,"Y",4498,1865,"A - Average",4,3,2617100,2800400,3052500,3206500,3301700,3399600,3457500
400522000,"BOSTON","02118",101,"Y",3738,1870,"G - Good",4,3,2631900,3598400,3922300,3839000,3730900,3841700,3838800
400523000,"BOSTON","02118",101,"N",3736,1870,"G - Good",4,3,2441100,2945900,3211100,3373100,3473300,3576400,3683700
400525000,"BOSTON","02118",101,"N",3142,1865,"A - Average",4,2,1608434,1940630,2115282,2221972,2287960,2355900,2355100
400529000,"BOSTON","02118",101,"Y",3710,1865,"G - Good",3,3,1912160,2228760,2772600,2912500,2999000,3088000,3134900
400532000,"BOSTON","02118",101,"N",3142,1865,"A - Average",4,3,1821200,2012700,2193900,2304600,2373000,2510400,2586200
400539000,"BOSTON","02118",101,"Y",2880,1900,"G - Good",5,4,2266800,3303300,3600600,3565600,3500400,3604200,3704300
